persona,question,average_score,standard_deviation
17,26,4.6,0.5163977794943222
17,27,4.0,0.0
17,28,2.9,0.5676462121975466
17,29,3.3,0.9486832980505138
17,30,4.0,0.0
18,1,4.5,0.5270462766947299
18,2,4.1,0.31622776601683794
18,3,3.6,0.5163977794943223
18,4,3.6,0.5163977794943223
18,5,2.1,0.31622776601683794
18,6,4.1,0.31622776601683794
18,7,4.0,0.0
18,8,4.0,0.0
18,9,2.0,0.0
18,10,2.8,0.4216370213557839
18,11,4.9,0.31622776601683794
18,12,4.8,0.4216370213557839
18,13,4.0,0.0
18,14,4.0,0.0
18,15,2.0,0.4714045207910317
18,16,5.0,0.0
18,17,5.0,0.0
18,18,4.0,0.0
18,19,4.2,0.4216370213557839
18,20,2.4,0.5163977794943223
18,21,5.0,0.0
18,22,4.7,0.48304589153964794
18,23,4.0,0.0
18,24,1.5,0.8498365855987975
18,25,1.6,0.8432740427115678
18,26,2.8,0.6324555320336759
18,27,4.0,0.0
18,28,4.0,0.0
18,29,4.0,0.0
18,30,3.7,0.48304589153964794
19,1,5.0,0.0
19,2,5.0,0.0
19,3,4.2,0.4216370213557839
19,4,3.2,0.7888106377466155
19,5,3.6,0.5163977794943223
19,6,5.0,0.0
19,7,4.4,0.5163977794943222
19,8,4.0,0.0
19,9,3.1,0.31622776601683794
19,10,3.1,0.31622776601683794
19,11,5.0,0.0
19,12,5.0,0.0
19,13,4.6,0.5163977794943222
19,14,3.6,0.5163977794943223
19,15,4.7,0.48304589153964794
19,16,5.0,0.0
19,17,5.0,0.0
19,18,4.3,0.48304589153964794
19,19,4.4,0.5163977794943222
19,20,3.9,0.31622776601683794
19,21,5.0,0.0
19,22,5.0,0.0
19,23,4.0,0.0
19,24,3.9,0.31622776601683794
19,25,2.9,0.5676462121975466
19,26,3.6,0.5163977794943223
19,27,4.7,0.48304589153964794
19,28,0.6,0.5163977794943222
19,29,1.7,0.6749485577105528
19,30,4.0,0.0
20,1,2.7,0.48304589153964794
20,2,2.5,0.5270462766947299
20,3,1.0,0.0
20,4,4.0,0.0
20,5,2.7,0.48304589153964794
20,6,2.2,0.4216370213557839
20,7,4.0,0.0
20,8,4.0,0.0
20,9,4.0,0.0
20,10,2.6,0.5163977794943223
20,11,3.0,0.4714045207910317
20,12,3.3,0.48304589153964794
20,13,4.0,0.0
20,14,4.0,0.0
20,15,0.6,0.5163977794943222
20,16,3.9,0.31622776601683794
20,17,4.3,0.48304589153964794
20,18,4.0,0.0
20,19,4.1,0.31622776601683794
20,20,4.0,0.0
20,21,4.4,0.5163977794943222
20,22,4.0,0.0
20,23,4.0,0.0
20,24,3.4,0.5163977794943223
20,25,1.8,0.6324555320336759
20,26,3.1,0.5676462121975466
20,27,1.9,0.31622776601683794
20,28,4.1,0.31622776601683794
20,29,4.3,0.48304589153964794
20,30,1.9,0.31622776601683794
21,1,4.3,0.48304589153964794
21,2,4.0,0.0
21,3,3.0,0.0
21,4,2.6,0.5163977794943223
21,5,2.4,0.5163977794943223
21,6,4.1,0.31622776601683794
21,7,4.0,0.0
21,8,3.5,0.5270462766947299
21,9,3.0,0.0
21,10,2.9,0.31622776601683794
21,11,4.5,0.5270462766947299
21,12,4.8,0.4216370213557839
21,13,3.8,0.4216370213557839
21,14,3.1,0.31622776601683794
21,15,1.6,0.6992058987801011
21,16,4.9,0.31622776601683794
21,17,5.0,0.0
21,18,4.4,0.5163977794943222
21,19,4.0,0.0
21,20,2.5,0.5270462766947299
21,21,5.0,0.0
21,22,4.1,0.31622776601683794
21,23,4.0,0.0
21,24,3.0,0.0
21,25,2.2,0.4216370213557839
21,26,2.1,0.31622776601683794
21,27,3.8,0.4216370213557839
21,28,3.0,0.0
21,29,2.7,0.6749485577105528
21,30,3.2,0.4216370213557839
22,1,4.0,0.0
22,2,4.0,0.0
22,3,2.3,0.48304589153964794
22,4,3.8,0.4216370213557839
22,5,1.9,0.31622776601683794
22,6,4.0,0.0
22,7,4.0,0.0
22,8,4.0,0.0
22,9,2.0,0.0
22,10,2.0,0.0
22,11,4.0,0.0
22,12,4.1,0.31622776601683794
22,13,4.0,0.0
22,14,4.0,0.0
22,15,2.0,0.4714045207910317
22,16,4.0,0.0
22,17,5.0,0.0
22,18,4.0,0.0
22,19,5.0,0.0
22,20,2.1,0.31622776601683794
22,21,4.3,0.48304589153964794
22,22,4.0,0.0
22,23,4.0,0.0
22,24,3.1,0.7378647873726218
22,25,1.4,0.5163977794943223
22,26,1.2,0.4216370213557839
22,27,4.0,0.0
22,28,4.0,0.0
22,29,4.0,0.0
22,30,3.0,0.0
23,1,4.4,0.5163977794943222
23,2,4.5,0.5270462766947299
23,3,2.3,0.48304589153964794
23,4,2.0,0.0
23,5,3.0,0.0
23,6,4.0,0.0
23,7,4.2,0.4216370213557839
23,8,3.4,0.5163977794943223
23,9,2.0,0.0
23,10,2.8,0.4216370213557839
23,11,4.2,0.4216370213557839
23,12,5.0,0.0
23,13,3.6,0.5163977794943223
23,14,3.3,0.48304589153964794
23,15,1.4,0.5163977794943223
23,16,4.9,0.31622776601683794
23,17,5.0,0.0
23,18,3.4,0.5163977794943223
23,19,4.0,0.0
23,20,2.0,0.6666666666666666
23,21,4.6,0.5163977794943222
23,22,4.6,0.5163977794943222
23,23,3.4,0.5163977794943223
23,24,1.8,0.42163702135578396
23,25,1.1,0.5676462121975466
23,26,1.7,0.48304589153964794
23,27,4.0,0.0
23,28,2.6,0.5163977794943223
23,29,2.5,0.5270462766947299
23,30,2.8,0.4216370213557839
24,1,4.1,0.31622776601683794
24,2,4.0,0.0
24,3,3.7,0.48304589153964794
24,4,4.0,0.0
24,5,2.9,0.31622776601683794
24,6,4.1,0.31622776601683794
24,7,4.2,0.4216370213557839
24,8,5.0,0.0
24,9,2.0,0.0
24,10,3.3,0.48304589153964794
24,11,4.6,0.5163977794943222
24,12,4.9,0.31622776601683794
24,13,4.7,0.48304589153964794
24,14,4.0,0.0
24,15,4.0,0.0
24,16,4.9,0.31622776601683794
24,17,5.0,0.0
24,18,4.0,0.0
24,19,4.9,0.31622776601683794
24,20,3.0,0.0
24,21,5.0,0.0
24,22,4.9,0.31622776601683794
24,23,4.1,0.31622776601683794
24,24,3.9,0.31622776601683794
24,25,2.0,0.0
24,26,1.7,0.48304589153964794
24,27,3.4,0.5163977794943223
24,28,4.8,0.4216370213557839
24,29,4.3,0.48304589153964794
24,30,3.0,0.0
25,1,1.8,0.4216370213557839
25,2,1.4,0.5163977794943223
25,3,3.8,0.4216370213557839
25,4,4.8,0.4216370213557839
25,5,4.3,0.48304589153964794
25,6,4.5,0.5270462766947299
25,7,3.2,0.7888106377466155
25,8,4.4,0.5163977794943222
25,9,5.0,0.0
25,10,4.0,0.0
25,11,4.4,0.6992058987801011
25,12,2.0,0.4714045207910317
25,13,4.5,0.5270462766947299
25,14,4.9,0.31622776601683794
25,15,5.0,0.0
25,16,5.0,0.0
25,17,4.0,1.1547005383792515
25,18,5.0,0.0
25,19,5.0,0.0
25,20,4.9,0.31622776601683794
25,21,4.8,0.4216370213557839
25,22,5.0,0.0
25,23,5.0,0.0
25,24,5.0,0.0
25,25,4.4,0.5163977794943222
25,26,2.6,2.2211108331943574
25,27,0.1,0.31622776601683794
25,28,4.1,0.31622776601683794
25,29,5.0,0.0
25,30,5.0,0.0
27,1,4.2,0.4216370213557839
27,2,4.7,0.48304589153964794
27,3,1.0,0.0
27,4,1.6,0.5163977794943223
27,5,1.2,0.4216370213557839
27,6,4.1,0.31622776601683794
27,7,5.0,0.0
27,8,4.0,0.0
27,9,1.0,0.0
27,10,2.6,0.5163977794943223
27,11,4.1,0.31622776601683794
27,12,5.0,0.0
27,13,4.1,0.31622776601683794
27,14,3.6,0.5163977794943223
27,15,2.6,0.6992058987801011
27,16,5.0,0.0
27,17,5.0,0.0
27,18,2.7,0.48304589153964794
27,19,2.6,0.5163977794943223
27,20,2.2,0.6324555320336759
27,21,5.0,0.0
27,22,5.0,0.0
27,23,4.7,0.48304589153964794
27,24,3.8,0.4216370213557839
27,25,1.8,0.4216370213557839
27,26,1.8,0.4216370213557839
27,27,5.0,0.0
27,28,0.0,0.0
27,29,1.3,0.9486832980505138
27,30,1.9,0.31622776601683794
28,1,4.0,0.0
28,2,3.9,0.31622776601683794
28,3,3.1,0.31622776601683794
28,4,2.9,0.31622776601683794
28,5,2.0,0.4714045207910317
28,6,4.0,0.0
28,7,4.0,0.0
28,8,3.1,0.5676462121975467
28,9,2.1,0.31622776601683794
28,10,1.9,0.31622776601683794
28,11,4.7,0.48304589153964794
28,12,5.0,0.0
28,13,3.5,0.5270462766947299
28,14,4.0,0.0
28,15,1.0,0.6666666666666666
28,16,4.0,0.0
28,17,3.6,0.5163977794943223
28,18,4.2,0.4216370213557839
28,19,4.3,0.48304589153964794
28,20,1.8,0.6324555320336759
28,21,4.0,0.4714045207910317
28,22,4.3,0.48304589153964794
28,23,3.9,0.31622776601683794
28,24,3.4,0.5163977794943223
28,25,1.3,0.4830458915396479
28,26,1.1,0.5676462121975467
28,27,0.6,0.6992058987801011
28,28,1.8,0.42163702135578396
28,29,3.3,0.8232726023485646
28,30,4.0,0.0
30,1,2.9,0.31622776601683794
30,2,5.0,0.0
30,3,1.2,0.4216370213557839
30,4,4.0,0.0
30,5,1.2,0.6324555320336759
30,6,4.8,0.4216370213557839
30,7,5.0,0.0
30,8,3.1,0.31622776601683794
30,9,1.0,0.0
30,10,0.9,0.31622776601683794
30,11,3.6,0.5163977794943223
30,12,5.0,0.0
30,13,1.9,0.31622776601683794
30,14,3.1,0.31622776601683794
30,15,0.0,0.0
30,16,4.7,0.48304589153964794
30,17,5.0,0.0
30,18,4.0,0.0
30,19,5.0,0.0
30,20,2.9,0.5676462121975466
30,21,4.6,0.5163977794943222
30,22,5.0,0.0
30,23,2.7,0.48304589153964794
30,24,2.1,0.7378647873726218
30,25,1.4,0.6992058987801011
30,26,2.8,0.7888106377466155
30,27,4.0,0.0
30,28,4.0,0.0
30,29,4.2,0.4216370213557839
30,30,3.1,0.31622776601683794
31,1,5.0,0.0
31,2,4.4,0.5163977794943222
31,3,2.7,0.48304589153964794
31,4,2.4,0.5163977794943223
31,5,2.6,0.5163977794943223
31,6,5.0,0.0
31,7,4.6,0.5163977794943222
31,8,3.9,0.31622776601683794
31,9,1.8,0.4216370213557839
31,10,3.1,0.31622776601683794
31,11,5.0,0.0
31,12,5.0,0.0
31,13,3.9,0.31622776601683794
31,14,3.0,0.0
31,15,0.7,0.4830458915396479
31,16,4.6,0.5163977794943222
31,17,5.0,0.0
31,18,3.0,0.0
31,19,4.0,0.0
31,20,2.4,0.5163977794943223
31,21,4.6,0.5163977794943222
31,22,4.2,0.4216370213557839
31,23,3.5,0.5270462766947299
31,24,1.8,0.42163702135578396
31,25,0.9,0.31622776601683794
31,26,1.8,0.4216370213557839
31,27,4.0,0.0
31,28,2.4,0.5163977794943223
31,29,2.3,0.48304589153964794
31,30,3.4,0.5163977794943223
32,1,3.4,0.6992058987801011
32,2,4.1,0.31622776601683794
32,3,1.2,0.42163702135578396
32,4,1.6,0.5163977794943223
32,5,1.0,0.0
32,6,4.0,0.0
32,7,4.0,0.0
32,8,2.5,0.5270462766947299
32,9,1.1,0.31622776601683794
32,10,1.8,0.4216370213557839
32,11,4.1,0.31622776601683794
32,12,4.5,0.5270462766947299
32,13,2.4,0.5163977794943223
32,14,2.6,0.5163977794943223
32,15,0.0,0.0
32,16,4.0,0.0
32,17,5.0,0.0
32,18,3.6,0.5163977794943223
32,19,4.0,0.0
32,20,1.6,0.5163977794943223
32,21,4.3,0.48304589153964794
32,22,4.1,0.31622776601683794
32,23,3.3,0.48304589153964794
32,24,2.1,0.5676462121975467
32,25,0.6,0.5163977794943222
32,26,2.0,0.0
32,27,3.7,0.48304589153964794
32,28,3.1,0.7378647873726218
32,29,1.8,0.4216370213557839
32,30,2.4,0.8432740427115679
33,1,4.0,0.0
33,2,4.0,0.0
33,3,2.3,0.48304589153964794
33,4,2.0,0.0
33,5,1.7,0.4830458915396479
33,6,4.0,0.0
33,7,4.0,0.0
33,8,4.0,0.0
33,9,1.3,0.4830458915396479
33,10,3.0,0.0
33,11,4.4,0.5163977794943222
33,12,4.8,0.4216370213557839
33,13,4.0,0.0
33,14,3.4,0.5163977794943223
33,15,1.6,0.5163977794943223
33,16,4.5,0.5270462766947299
33,17,5.0,0.0
33,18,3.8,0.4216370213557839
33,19,2.9,0.5676462121975467
33,20,1.8,0.6324555320336759
33,21,4.9,0.31622776601683794
33,22,4.0,0.0
33,23,4.0,0.0
33,24,2.2,0.4216370213557839
33,25,1.1,0.5676462121975467
33,26,2.0,0.6666666666666666
33,27,4.0,0.0
33,28,1.7,0.4830458915396479
33,29,2.7,0.48304589153964794
33,30,3.1,0.5676462121975467
34,1,4.0,0.0
34,2,3.7,0.48304589153964794
34,3,1.4,0.5163977794943223
34,4,2.7,0.48304589153964794
34,5,3.5,0.5270462766947299
34,6,3.9,0.31622776601683794
34,7,4.0,0.0
34,8,3.7,0.48304589153964794
34,9,2.9,0.31622776601683794
34,10,3.2,0.4216370213557839
34,11,4.0,0.0
34,12,3.8,0.4216370213557839
34,13,3.9,0.31622776601683794
34,14,3.5,0.5270462766947299
34,15,1.2,0.4216370213557839
34,16,4.9,0.31622776601683794
34,17,5.0,0.0
34,18,4.4,0.5163977794943222
