persona,question,average_score,uncertainty,relative_score
2,3,2.8,0.6324555320336759,1.2999999999999998
2,4,2.0,0.0,0.8999999999999999
2,5,2.9,0.5676462121975467,1.2
2,6,4.6,0.5163977794943222,0.40000000000000036
2,7,4.9,0.31622776601683794,0.09999999999999964
2,8,4.0,0.0,1.2000000000000002
2,9,2.0,0.0,0.8
2,10,2.8,0.6324555320336759,0.6999999999999997
2,11,4.9,0.31622776601683794,0.09999999999999964
2,12,5.0,0.0,0.0
2,13,4.0,0.0,0.8999999999999999
2,14,3.6,0.5163977794943223,0.3999999999999999
2,15,1.3,0.48304589153964794,1.3
2,16,4.0,0.0,0.20000000000000018
2,17,5.0,0.0,0.0
2,18,4.0,0.0,2.7
2,19,3.9,0.31622776601683794,0.10000000000000009
2,20,2.0,0.0,1.5
2,21,5.0,0.0,0.20000000000000018
2,22,4.0,0.0,1.0
2,23,3.0,0.0,0.6000000000000001
2,24,1.4,0.9660917830792958,0.40000000000000013
2,25,1.5,0.7071067811865476,1.5
2,26,2.7,1.1595018087284057,2.6
2,27,3.6,0.6992058987801011,0.6999999999999997
2,28,2.0,0.0,0.10000000000000009
2,29,2.6,0.6992058987801011,0.5
2,30,2.9,0.31622776601683794,1.0
3,1,4.6,0.5163977794943222,0.40000000000000036
3,2,4.9,0.31622776601683794,0.09999999999999964
3,3,2.2,0.6324555320336759,0.7000000000000002
3,4,3.5,0.5270462766947299,2.4
3,5,3.3,0.48304589153964794,1.5999999999999999
3,6,5.0,0.0,0.0
3,7,5.0,0.0,0.0
3,8,4.4,0.5163977794943222,1.6000000000000005
3,9,3.9,0.31622776601683794,2.7
3,10,2.7,0.6749485577105528,0.6000000000000001
3,11,5.0,0.0,0.0
3,12,5.0,0.0,0.0
3,13,3.9,0.31622776601683794,0.7999999999999998
3,14,4.1,0.31622776601683794,0.8999999999999995
3,15,1.8,0.6324555320336759,1.8
3,16,4.9,0.31622776601683794,0.7000000000000002
3,17,5.0,0.0,0.0
3,18,5.0,0.0,3.7
3,19,4.0,0.0,0.0
3,20,2.8,0.6324555320336759,2.3
3,21,5.0,0.0,0.20000000000000018
3,22,4.0,0.0,1.0
3,23,3.9,0.31622776601683794,1.5
3,24,3.1,0.5676462121975466,1.3
3,25,2.2,0.6324555320336759,2.2
3,26,4.1,0.8755950357709131,3.9999999999999996
3,27,4.0,0.0,0.2999999999999998
3,28,3.6,0.5163977794943223,1.7000000000000002
3,29,2.0,0.0,1.1
3,30,4.0,0.0,0.10000000000000009
4,1,3.9,0.5676462121975466,1.1
4,2,4.9,0.31622776601683794,0.09999999999999964
4,3,1.5,0.5270462766947299,0.0
4,4,3.1,0.5676462121975467,2.0
4,5,4.1,0.31622776601683794,2.3999999999999995
4,6,4.8,0.4216370213557839,0.20000000000000018
4,7,4.3,0.48304589153964794,0.7000000000000002
4,8,5.0,0.0,2.2
4,9,4.9,0.31622776601683794,3.7
4,10,1.4,0.5163977794943223,0.7000000000000002
4,11,2.8,1.0327955589886446,2.2
4,12,4.4,0.6992058987801011,0.5999999999999996
4,13,5.0,0.0,1.9
4,14,4.1,0.31622776601683794,0.8999999999999995
4,15,2.3,0.6749485577105528,2.3
4,16,3.7,0.48304589153964794,0.5
4,17,4.2,0.6324555320336759,0.7999999999999998
4,18,3.0,0.0,1.7
4,19,3.2,0.7888106377466155,0.7999999999999998
4,20,1.2,0.4216370213557839,0.7
4,21,4.0,0.0,0.7999999999999998
4,22,4.0,0.0,1.0
4,23,4.2,0.4216370213557839,1.8000000000000003
4,24,4.0,0.0,2.2
4,25,0.1,0.31622776601683794,0.1
4,26,1.5,0.7071067811865476,1.4
4,27,2.6,0.8432740427115678,1.6999999999999997
4,28,3.0,0.6666666666666666,1.1
4,29,3.1,0.5676462121975466,0.0
4,30,2.0,0.0,1.9
5,1,2.3,0.6749485577105528,2.7
5,2,2.0,0.6666666666666666,3.0
5,3,0.7,0.4830458915396479,0.8
5,4,2.8,0.7888106377466155,1.6999999999999997
5,5,0.0,0.0,1.7
5,6,2.8,1.2292725943057183,2.2
5,7,2.4,0.6992058987801011,2.6
5,8,4.1,0.5676462121975467,1.2999999999999998
5,9,0.8,0.42163702135578396,0.3999999999999999
5,10,0.2,0.42163702135578396,1.9000000000000001
5,11,1.4,0.6992058987801011,3.6
5,12,2.6,0.8432740427115679,2.4
5,13,2.2,0.6324555320336759,0.8999999999999999
5,14,4.7,0.48304589153964794,1.5
5,15,0.0,0.0,0.0
5,16,2.2,0.4216370213557839,2.0
5,17,5.0,0.0,0.0
5,18,4.0,0.0,2.7
5,19,4.3,0.48304589153964794,0.2999999999999998
5,20,1.9,0.31622776601683794,1.4
5,21,5.0,0.0,0.20000000000000018
5,22,3.8,0.4216370213557839,1.2000000000000002
5,23,3.4,0.5163977794943223,1.0
5,24,0.4,0.8432740427115679,1.4
5,25,0.0,0.0,0.0
5,26,2.0,0.0,1.9
5,27,3.8,0.4216370213557839,0.5
5,28,4.0,0.0,2.1
5,29,3.9,0.31622776601683794,0.7999999999999998
5,30,3.8,0.4216370213557839,0.10000000000000009
6,1,5.0,0.0,0.0
6,2,4.8,0.4216370213557839,0.20000000000000018
6,3,1.6,0.5163977794943223,0.10000000000000009
6,4,2.3,0.48304589153964794,1.1999999999999997
6,5,2.4,0.5163977794943223,0.7
6,6,5.0,0.0,0.0
6,7,5.0,0.0,0.0
6,8,4.0,0.0,1.2000000000000002
6,9,2.5,0.5270462766947299,1.3
6,10,2.5,0.5270462766947299,0.3999999999999999
6,11,5.0,0.0,0.0
6,12,5.0,0.0,0.0
6,13,4.0,0.0,0.8999999999999999
6,14,4.1,0.31622776601683794,0.8999999999999995
6,15,1.8,0.42163702135578396,1.8
6,16,5.0,0.0,0.7999999999999998
6,17,5.0,0.0,0.0
6,18,3.9,0.31622776601683794,2.5999999999999996
6,19,4.4,0.5163977794943222,0.40000000000000036
6,20,1.9,0.31622776601683794,1.4
6,21,5.0,0.0,0.20000000000000018
6,22,5.0,0.0,0.0
6,23,3.7,0.48304589153964794,1.3000000000000003
6,24,1.7,0.4830458915396479,0.10000000000000009
6,25,1.5,0.5270462766947299,1.5
6,26,1.9,0.31622776601683794,1.7999999999999998
6,27,4.0,0.0,0.2999999999999998
6,28,2.3,0.6749485577105528,0.3999999999999999
6,29,3.6,0.6992058987801011,0.5
6,30,4.0,0.0,0.10000000000000009
7,1,5.0,0.0,0.0
7,2,5.0,0.0,0.0
7,3,3.2,0.4216370213557839,1.7000000000000002
7,4,1.9,0.31622776601683794,0.7999999999999998
7,5,2.2,0.4216370213557839,0.5000000000000002
7,6,5.0,0.0,0.0
7,7,4.8,0.4216370213557839,0.20000000000000018
7,8,4.0,0.0,1.2000000000000002
7,9,2.2,0.4216370213557839,1.0000000000000002
7,10,3.5,0.5270462766947299,1.4
7,11,5.0,0.0,0.0
7,12,5.0,0.0,0.0
7,13,4.0,0.0,0.8999999999999999
7,14,3.4,0.5163977794943223,0.19999999999999973
7,15,2.3,0.48304589153964794,2.3
7,16,5.0,0.0,0.7999999999999998
7,17,5.0,0.0,0.0
7,18,4.0,0.0,2.7
7,19,3.4,0.5163977794943223,0.6000000000000001
7,20,1.9,0.31622776601683794,1.4
7,21,5.0,0.0,0.20000000000000018
7,22,4.2,0.4216370213557839,0.7999999999999998
7,23,3.9,0.31622776601683794,1.5
7,24,2.0,0.0,0.19999999999999996
7,25,2.0,0.0,2.0
7,26,2.2,0.4216370213557839,2.1
7,27,4.0,0.0,0.2999999999999998
7,28,1.9,0.31622776601683794,0.0
7,29,2.2,0.4216370213557839,0.8999999999999999
7,30,2.8,0.4216370213557839,1.1
8,1,1.9,0.31622776601683794,3.1
8,2,2.0,0.0,3.0
8,3,3.2,0.6324555320336759,1.7000000000000002
8,4,4.1,0.31622776601683794,2.9999999999999996
8,5,1.3,0.48304589153964794,0.3999999999999999
8,6,3.3,0.48304589153964794,1.7000000000000002
8,7,3.3,0.6749485577105528,1.7000000000000002
8,8,2.9,0.8755950357709131,0.10000000000000009
8,9,2.0,0.0,0.8
8,10,1.0,0.0,1.1
8,11,2.0,0.0,3.0
8,12,2.5,0.97182531580755,2.5
8,13,3.3,0.6749485577105528,0.19999999999999973
8,14,3.2,0.9189365834726815,0.0
8,15,1.2,0.42163702135578396,1.2
8,16,2.0,0.0,2.2
8,17,4.8,0.4216370213557839,0.20000000000000018
8,18,4.6,0.5163977794943222,3.3
8,19,5.0,0.0,1.0
8,20,2.0,0.0,1.5
8,21,4.8,0.4216370213557839,0.0
8,22,3.0,0.4714045207910317,2.0
8,23,4.2,0.4216370213557839,1.8000000000000003
8,24,3.0,0.6666666666666666,1.2
8,25,1.4,0.6992058987801011,1.4
8,26,2.8,1.0327955589886446,2.6999999999999997
8,27,1.3,0.6749485577105528,3.0
8,28,4.0,0.0,2.1
8,29,4.2,0.4216370213557839,1.1
8,30,3.5,0.5270462766947299,0.3999999999999999
9,1,3.6,0.6992058987801011,1.4
9,2,3.4,0.8432740427115679,1.6
9,3,1.9,0.31622776601683794,0.3999999999999999
9,4,2.0,0.0,0.8999999999999999
9,5,1.7,0.4830458915396479,0.0
9,6,4.8,0.4216370213557839,0.20000000000000018
9,7,3.5,0.7071067811865476,1.5
9,8,3.7,0.8232726023485646,0.9000000000000004
9,9,2.2,0.6324555320336759,1.0000000000000002
9,10,2.0,0.0,0.10000000000000009
9,11,3.1,0.8755950357709131,1.9
9,12,3.2,0.6324555320336759,1.7999999999999998
9,13,3.9,0.7378647873726218,0.7999999999999998
9,14,2.7,0.8232726023485646,0.5
9,15,1.5,0.7071067811865476,1.5
9,16,3.7,0.48304589153964794,0.5
9,17,3.8,0.7888106377466155,1.2000000000000002
9,18,3.1,0.31622776601683794,1.8
9,19,2.0,0.0,2.0
9,20,1.7,0.4830458915396479,1.2
9,21,4.7,0.48304589153964794,0.09999999999999964
9,22,3.1,0.5676462121975467,1.9
9,23,3.5,0.97182531580755,1.1
9,24,2.0,0.0,0.19999999999999996
9,25,1.0,0.4714045207910317,1.0
9,26,1.9,0.31622776601683794,1.7999999999999998
9,27,3.6,0.6992058987801011,0.6999999999999997
9,28,2.2,0.6324555320336759,0.30000000000000027
9,29,1.9,0.31622776601683794,1.2000000000000002
9,30,1.8,0.42163702135578396,2.0999999999999996
10,1,4.2,0.4216370213557839,0.7999999999999998
10,2,5.0,0.0,0.0
10,3,2.8,0.4216370213557839,1.2999999999999998
10,4,2.1,0.31622776601683794,1.0
10,5,2.4,0.5163977794943223,0.7
10,6,5.0,0.0,0.0
10,7,5.0,0.0,0.0
10,8,3.9,0.31622776601683794,1.1
10,9,2.0,0.0,0.8
10,10,3.0,0.0,0.8999999999999999
10,11,5.0,0.0,0.0
10,12,5.0,0.0,0.0
10,13,4.0,0.0,0.8999999999999999
10,14,4.0,0.0,0.7999999999999998
10,15,1.9,0.31622776601683794,1.9
10,16,4.1,0.31622776601683794,0.10000000000000053
10,17,5.0,0.0,0.0
10,18,4.0,0.0,2.7
10,19,3.3,0.48304589153964794,0.7000000000000002
10,20,2.0,0.4714045207910317,1.5
10,21,5.0,0.0,0.20000000000000018
10,22,4.3,0.48304589153964794,0.7000000000000002
10,23,4.0,0.0,1.6
10,24,2.0,0.0,0.19999999999999996
10,25,2.0,0.0,2.0
10,26,2.4,0.6992058987801011,2.3
10,27,4.0,0.0,0.2999999999999998
10,28,2.0,0.0,0.10000000000000009
10,29,1.9,0.31622776601683794,1.2000000000000002
10,30,2.2,0.4216370213557839,1.6999999999999997
11,1,5.0,0.0,0.0
11,2,5.0,0.0,0.0
11,3,1.9,0.31622776601683794,0.3999999999999999
11,4,2.4,0.6992058987801011,1.2999999999999998
11,5,2.4,0.5163977794943223,0.7
11,6,5.0,0.0,0.0
11,7,5.0,0.0,0.0
11,8,4.0,0.0,1.2000000000000002
11,9,2.0,0.0,0.8
11,10,3.4,0.5163977794943223,1.2999999999999998
11,11,5.0,0.0,0.0
11,12,5.0,0.0,0.0
11,13,3.3,0.48304589153964794,0.19999999999999973
11,14,3.2,0.4216370213557839,0.0
11,15,0.0,0.0,0.0
11,16,4.1,0.31622776601683794,0.10000000000000053
11,17,5.0,0.0,0.0
11,18,2.6,0.5163977794943223,1.3
11,19,3.3,0.48304589153964794,0.7000000000000002
11,20,2.0,0.0,1.5
11,21,5.0,0.0,0.20000000000000018
11,22,3.9,0.31622776601683794,1.1
11,23,2.9,0.31622776601683794,0.5
11,24,1.5,0.7071067811865476,0.30000000000000004
11,25,0.6,0.699205898780101,0.6
11,26,2.1,0.31622776601683794,2.0
11,27,4.0,0.0,0.2999999999999998
11,28,2.0,0.0,0.10000000000000009
11,29,2.0,0.0,1.1
11,30,3.0,0.4714045207910317,0.8999999999999999
12,1,5.0,0.0,0.0
12,2,5.0,0.0,0.0
12,3,1.5,0.5270462766947299,0.0
12,4,3.9,0.31622776601683794,2.8
12,5,2.5,0.5270462766947299,0.8
12,6,5.0,0.0,0.0
12,7,5.0,0.0,0.0
12,8,4.7,0.48304589153964794,1.9000000000000004
12,9,1.9,0.31622776601683794,0.7
12,10,3.0,0.4714045207910317,0.8999999999999999
12,11,5.0,0.0,0.0
12,12,5.0,0.0,0.0
12,13,5.0,0.0,1.9
12,14,4.6,0.5163977794943222,1.3999999999999995
12,15,4.1,0.5676462121975466,4.1
12,16,5.0,0.0,0.7999999999999998
12,17,5.0,0.0,0.0
12,18,3.8,0.4216370213557839,2.5
12,19,4.1,0.31622776601683794,0.09999999999999964
12,20,2.7,1.0593499054713802,2.2
12,21,5.0,0.0,0.20000000000000018
12,22,5.0,0.0,0.0
12,23,4.0,0.0,1.6
12,24,1.8,0.4216370213557839,0.0
12,25,0.5,0.7071067811865476,0.5
12,26,5.0,0.0,4.9
12,27,5.0,0.0,0.7000000000000002
12,28,2.9,0.8755950357709131,1.0
12,29,3.5,0.7071067811865476,0.3999999999999999
12,30,3.8,0.4216370213557839,0.10000000000000009
13,1,5.0,0.0,0.0
13,2,5.0,0.0,0.0
13,3,1.8,0.42163702135578396,0.30000000000000004
13,4,1.4,0.5163977794943223,0.2999999999999998
13,5,1.4,0.5163977794943223,0.30000000000000004
13,6,5.0,0.0,0.0
13,7,4.7,0.48304589153964794,0.2999999999999998
13,8,3.8,0.4216370213557839,1.0
13,9,0.3,0.48304589153964794,0.8999999999999999
13,10,2.1,0.31622776601683794,0.0
13,11,5.0,0.0,0.0
13,12,5.0,0.0,0.0
13,13,4.0,0.0,0.8999999999999999
13,14,2.3,0.48304589153964794,0.9000000000000004
13,15,0.0,0.0,0.0
13,16,5.0,0.0,0.7999999999999998
13,17,5.0,0.0,0.0
13,18,2.2,0.4216370213557839,0.9000000000000001
13,19,2.0,0.0,2.0
13,20,1.4,0.5163977794943223,0.8999999999999999
13,21,5.0,0.0,0.20000000000000018
13,22,4.3,0.48304589153964794,0.7000000000000002
13,23,2.1,0.31622776601683794,0.2999999999999998
13,24,0.0,0.0,1.8
13,25,0.0,0.0,0.0
13,26,2.4,0.6992058987801011,2.3
13,27,4.9,0.31622776601683794,0.6000000000000005
13,28,0.6,0.5163977794943222,1.2999999999999998
13,29,0.0,0.0,3.1
13,30,0.3,0.4830458915396479,3.6
14,1,4.6,0.5163977794943222,0.40000000000000036
14,2,5.0,0.0,0.0
14,3,2.8,0.9189365834726815,1.2999999999999998
14,4,3.5,0.8498365855987975,2.4
14,5,2.6,0.6992058987801011,0.9000000000000001
14,6,4.8,0.4216370213557839,0.20000000000000018
14,7,5.0,0.0,0.0
14,8,5.0,0.0,2.2
14,9,2.0,0.0,0.8
14,10,4.0,0.4714045207910317,1.9
14,11,4.9,0.31622776601683794,0.09999999999999964
14,12,5.0,0.0,0.0
14,13,5.0,0.0,1.9
14,14,3.9,0.31622776601683794,0.6999999999999997
14,15,1.8,0.4216370213557839,1.8
14,16,2.9,0.7378647873726218,1.3000000000000003
14,17,4.8,0.4216370213557839,0.20000000000000018
14,18,4.3,0.48304589153964794,3.0
14,19,3.8,0.6324555320336759,0.20000000000000018
14,20,2.2,1.1352924243950935,1.7000000000000002
14,21,5.0,0.0,0.20000000000000018
14,22,4.5,0.5270462766947299,0.5
14,23,5.0,0.0,2.6
14,24,2.6,1.1737877907772674,0.8
14,25,3.3,0.8232726023485646,3.3
14,26,2.8,1.3165611772087666,2.6999999999999997
14,27,3.9,0.31622776601683794,0.3999999999999999
14,28,4.2,0.4216370213557839,2.3000000000000003
14,29,4.0,0.0,0.8999999999999999
14,30,3.5,1.35400640077266,0.3999999999999999
15,1,5.0,0.0,0.0
15,2,4.9,0.31622776601683794,0.09999999999999964
15,3,1.6,0.5163977794943223,0.10000000000000009
15,4,2.2,0.4216370213557839,1.1
15,5,2.0,0.0,0.30000000000000004
15,6,5.0,0.0,0.0
15,7,5.0,0.0,0.0
15,8,3.6,0.5163977794943223,0.8000000000000003
15,9,1.7,0.4830458915396479,0.5
15,10,2.8,0.4216370213557839,0.6999999999999997
15,11,5.0,0.0,0.0
15,12,5.0,0.0,0.0
15,13,3.2,0.4216370213557839,0.10000000000000009
15,14,3.6,0.5163977794943223,0.3999999999999999
15,15,0.6,0.5163977794943223,0.6
15,16,4.0,0.0,0.20000000000000018
15,17,5.0,0.0,0.0
15,18,3.3,0.48304589153964794,1.9999999999999998
15,19,4.0,0.0,0.0
15,20,2.0,0.0,1.5
15,21,5.0,0.0,0.20000000000000018
15,22,4.0,0.0,1.0
15,23,2.7,0.48304589153964794,0.30000000000000027
15,24,1.8,0.4216370213557839,0.0
15,25,1.2,0.42163702135578396,1.2
15,26,2.3,0.48304589153964794,2.1999999999999997
15,27,4.0,0.0,0.2999999999999998
15,28,2.0,0.0,0.10000000000000009
15,29,2.0,0.0,1.1
15,30,3.9,0.31622776601683794,0.0
16,1,4.9,0.31622776601683794,0.09999999999999964
16,2,4.4,0.5163977794943222,0.5999999999999996
16,3,1.7,0.4830458915396479,0.19999999999999996
16,4,2.0,0.0,0.8999999999999999
16,5,1.7,0.4830458915396479,0.0
16,6,5.0,0.0,0.0
16,7,4.5,0.5270462766947299,0.5
16,8,2.8,0.9189365834726815,0.0
16,9,1.3,0.48304589153964794,0.10000000000000009
16,10,2.0,0.0,0.10000000000000009
16,11,5.0,0.0,0.0
16,12,5.0,0.0,0.0
16,13,4.2,0.9189365834726815,1.1
16,14,2.8,0.9189365834726815,0.40000000000000036
16,15,0.2,0.42163702135578396,0.2
16,16,4.1,0.31622776601683794,0.10000000000000053
16,17,5.0,0.0,0.0
16,18,2.0,0.0,0.7
16,19,2.0,0.0,2.0
16,20,2.1,0.31622776601683794,1.6
16,21,5.0,0.0,0.20000000000000018
16,22,2.8,0.9189365834726815,2.2
16,23,2.3,0.9486832980505138,0.10000000000000009
16,24,0.6,0.6992058987801011,1.2000000000000002
16,25,1.5,1.2692955176439846,1.5
16,26,2.4,0.6992058987801011,2.3
16,27,3.8,0.6324555320336759,0.5
16,28,1.1,0.31622776601683794,0.7999999999999998
16,29,1.6,0.8432740427115679,1.5
16,30,2.9,1.286683937707919,1.0
17,1,5.0,0.0,0.0
17,2,5.0,0.0,0.0
17,3,3.0,0.0,1.5
17,4,3.5,0.5270462766947299,2.4
17,5,3.2,0.6324555320336759,1.5000000000000002
17,6,5.0,0.0,0.0
17,7,5.0,0.0,0.0
17,8,4.1,0.31622776601683794,1.2999999999999998
17,9,2.3,0.48304589153964794,1.0999999999999999
17,10,2.3,0.48304589153964794,0.19999999999999973
17,11,5.0,0.0,0.0
17,12,5.0,0.0,0.0
17,13,4.0,0.0,0.8999999999999999
17,14,4.0,0.0,0.7999999999999998
17,15,2.7,0.48304589153964794,2.7
17,16,5.0,0.0,0.7999999999999998
17,17,5.0,0.0,0.0
17,18,4.0,0.0,2.7
17,19,4.9,0.31622776601683794,0.9000000000000004
17,20,3.1,0.9944289260117533,2.6
17,21,5.0,0.0,0.20000000000000018
17,22,5.0,0.0,0.0
17,23,4.0,0.0,1.6
17,24,0.0,0.0,1.8
17,25,0.5,0.8498365855987975,0.5
17,26,5.0,0.0,4.9
17,27,5.0,0.0,0.7000000000000002
17,28,2.0,0.0,0.10000000000000009
17,29,2.0,0.0,1.1
17,30,4.3,0.48304589153964794,0.3999999999999999
18,1,5.0,0.0,0.0
18,2,5.0,0.0,0.0
18,3,3.9,0.31622776601683794,2.4
18,4,3.7,0.48304589153964794,2.6
18,5,2.6,0.5163977794943223,0.9000000000000001
18,6,5.0,0.0,0.0
18,7,5.0,0.0,0.0
18,8,4.0,0.0,1.2000000000000002
18,9,1.9,0.31622776601683794,0.7
18,10,3.0,0.0,0.8999999999999999
18,11,5.0,0.0,0.0
18,12,5.0,0.0,0.0
18,13,4.0,0.0,0.8999999999999999
18,14,4.0,0.0,0.7999999999999998
18,15,1.4,0.5163977794943223,1.4
18,16,4.4,0.5163977794943222,0.20000000000000018
18,17,5.0,0.0,0.0
18,18,4.8,0.4216370213557839,3.5
18,19,4.0,0.0,0.0
18,20,2.0,0.0,1.5
18,21,5.0,0.0,0.20000000000000018
18,22,4.8,0.4216370213557839,0.20000000000000018
18,23,3.7,0.48304589153964794,1.3000000000000003
18,24,2.0,0.0,0.19999999999999996
18,25,0.6,0.6992058987801011,0.6
18,26,4.0,0.4714045207910317,3.9
18,27,4.0,0.0,0.2999999999999998
18,28,4.0,0.0,2.1
18,29,3.6,0.6992058987801011,0.5
18,30,4.0,0.0,0.10000000000000009
19,1,5.0,0.0,0.0
19,2,5.0,0.0,0.0
19,3,4.7,0.48304589153964794,3.2
19,4,2.8,0.6324555320336759,1.6999999999999997
19,5,4.6,0.5163977794943222,2.8999999999999995
19,6,5.0,0.0,0.0
19,7,5.0,0.0,0.0
19,8,4.2,0.4216370213557839,1.4000000000000004
19,9,3.5,0.5270462766947299,2.3
19,10,3.6,0.5163977794943223,1.5
19,11,5.0,0.0,0.0
19,12,5.0,0.0,0.0
19,13,5.0,0.0,1.9
19,14,4.0,0.0,0.7999999999999998
19,15,5.0,0.0,5.0
19,16,5.0,0.0,0.7999999999999998
19,17,5.0,0.0,0.0
19,18,4.3,0.48304589153964794,3.0
19,19,4.1,0.31622776601683794,0.09999999999999964
19,20,2.7,0.674948557710553,2.2
19,21,5.0,0.0,0.20000000000000018
19,22,5.0,0.0,0.0
19,23,4.2,0.4216370213557839,1.8000000000000003
19,24,3.6,0.5163977794943223,1.8
19,25,3.2,0.4216370213557839,3.2
19,26,3.7,0.6749485577105528,3.6
19,27,4.8,0.4216370213557839,0.5
19,28,1.0,0.0,0.8999999999999999
19,29,2.0,0.0,1.1
19,30,4.6,0.5163977794943222,0.6999999999999997
20,1,2.7,0.48304589153964794,2.3
20,2,2.4,0.5163977794943223,2.6
20,3,1.3,0.48304589153964794,0.19999999999999996
20,4,4.0,0.0,2.9
20,5,3.9,0.31622776601683794,2.2
20,6,2.2,0.4216370213557839,2.8
20,7,4.5,0.5270462766947299,0.5
20,8,4.0,0.0,1.2000000000000002
20,9,4.3,0.48304589153964794,3.0999999999999996
20,10,2.5,0.5270462766947299,0.3999999999999999
20,11,2.6,0.5163977794943223,2.4
20,12,4.5,0.5270462766947299,0.5
20,13,4.0,0.0,0.8999999999999999
20,14,4.0,0.0,0.7999999999999998
20,15,0.0,0.0,0.0
20,16,2.1,0.31622776601683794,2.1
20,17,4.9,0.31622776601683794,0.09999999999999964
20,18,4.0,0.0,2.7
20,19,4.4,0.5163977794943222,0.40000000000000036
20,20,4.0,0.0,3.5
20,21,5.0,0.0,0.20000000000000018
20,22,4.0,0.0,1.0
20,23,4.0,0.0,1.6
20,24,4.0,0.0,2.2
20,25,2.3,0.6749485577105528,2.3
20,26,3.2,1.1352924243950935,3.1
20,27,2.0,0.0,2.3
20,28,4.0,0.0,2.1
20,29,4.0,0.0,0.8999999999999999
20,30,1.7,0.4830458915396479,2.2
21,1,4.7,0.48304589153964794,0.2999999999999998
21,2,5.0,0.0,0.0
21,3,3.2,0.4216370213557839,1.7000000000000002
21,4,2.8,0.4216370213557839,1.6999999999999997
21,5,3.1,0.31622776601683794,1.4000000000000001
21,6,5.0,0.0,0.0
21,7,5.0,0.0,0.0
21,8,3.9,0.31622776601683794,1.1
21,9,3.1,0.31622776601683794,1.9000000000000001
21,10,2.9,0.31622776601683794,0.7999999999999998
21,11,5.0,0.0,0.0
21,12,5.0,0.0,0.0
21,13,4.0,0.0,0.8999999999999999
21,14,3.9,0.31622776601683794,0.6999999999999997
21,15,1.9,0.31622776601683794,1.9
21,16,4.5,0.5270462766947299,0.2999999999999998
21,17,5.0,0.0,0.0
21,18,4.2,0.4216370213557839,2.9000000000000004
21,19,4.0,0.0,0.0
21,20,2.0,0.4714045207910317,1.5
21,21,5.0,0.0,0.20000000000000018
21,22,4.7,0.48304589153964794,0.2999999999999998
21,23,4.0,0.0,1.6
21,24,3.0,0.0,1.2
21,25,2.0,0.0,2.0
21,26,2.4,0.5163977794943223,2.3
21,27,4.0,0.0,0.2999999999999998
21,28,2.0,0.0,0.10000000000000009
21,29,2.5,0.5270462766947299,0.6000000000000001
21,30,3.5,0.5270462766947299,0.3999999999999999
